MCU问题单号,问题描述,进展,根因,对策,车族,车型,电驱代号,管理平台,问题类别,问题解析报告,问题解析附件,车辆类型,仪表指示灯,故障DTC,故障工况,故障时刻
SW-H97a/c-L160A-008,回P档后仪表显示前电机能量流依然处于放电工作状态,,P档状态下，VCU给MCU使能命令，MCU工作状态，能量流反馈为驱动,,H97系列,H97a/c-REV-400V,L160A-2,巨一400V,软件|底层,https://hav4xarv6k.feishu.cn/file/BsZNbGc51oRXFoxUluXcy5hqnRf,https://hav4xarv6k.feishu.cn/drive/folder/NV4jf0l9PlWBZIdXJ12cDwKFnUc,试验车,无,NA,无法确认故障工况,
SW-H97a/c-L160A-009,原地切换D/R档时 前轴会从输出闪烁一次回收动画,,前驱能量流策略以0kW做区分，＞0，驱动；＜0，发电。因为切为R档瞬间，加上计算误差，会出现短暂回收状态,,H97系列,H97a/c-REV-400V,L160A-2,巨一400V,软件|底层,https://hav4xarv6k.feishu.cn/file/U6pKbyfjUoM2PUxkaPicYgFpnRh,https://hav4xarv6k.feishu.cn/drive/folder/VzUbfIrmKlHH4cdYDsxcueMmnib,试验车,无,NA,平稳驾驶,
SW-H97a/c-L200A-022,"断电重启后仪表显示动力系统故障（黄色），起步加速整车抖动明显：H97-PPC-414#，2022年5月12日，仪表里程30686km，时间18;13，仪表显示纯电续驶里程17km,燃油续驶里程173km,车辆重新启动后仪表显示发动机系统故障和动力系统故障（黄色)，伴有提示“发动机系统故障”，车辆起步车速超过2km/h，整车抖动明显，在拷故障数据时，纯电续驶里程从17km下降至2km，车辆发动机没有启动给动力电池充电，断蓄电池负极重启车辆故障依然存在，晚班试验暂停",,"后电机控制器CPLD芯片替换，软件上电后后电机状态在INIT无法跳转，软件与硬件匹配问题导致（414#PPC车已确认更换过电机，变更过CPLD芯片但未变更分压电阻）。
导致电机状态在INIT无法跳转的原因：
1.在MCU发出复位请求信号后，MCU执行了复位操作，但是在进行复位时，CPLD复位引脚未被拉低，导致CPLD复位失败；
2.由于复位信号采用分压的方式传输到CPLD，由于CPLD内部上拉电阻的存在，导致复位时，CPLD端口电压无法被置低，未实现对CPLD的复位功能。",CPLD分压电阻重新匹配方案导入,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,硬件|高压侧,http://无,无,试验车,动力系统故障黄灯,NA,车辆启动,
SW-H97a/c-L200A-023,行驶中发动机无法启动，SOC降低至5% 动力系统故障灯长亮，乌龟灯长亮，车辆抛锚,,"1、分析报文，车辆在P档时即启动之前后电机就已经处于不在线状态；
2、车辆点火后，各控制器节点均在线且高低压均正常，但几分钟后所有节点通信全丢失，丢失7.5min后，除后电机外，其他节点都恢复正常且高低压正常，只有后电机不在线，在通信丢失前后均处于P档。
3、目前程序状态可以确认：若整车节点被0x28服务(28 03 03或28 83 03)禁止后，其他节点（例如前电机）的恢复机制有：通过自恢复机制自己恢复，或者通过复位指令恢复，或者通过28服务指令恢复，或者插拔小电瓶。而后电机只能通过28服务指令恢复或者插拔小电瓶恢复。因为后电机在高压下只响应但不执行复位指令，且没有像前驱一样设置自恢复机制，在后电机被静默且未进入休眠状态时，KL15/NM报文不对程序进行初始化，故会仍处于报文禁止收发状态。
4、由此，若整车网络被静默后，不发28指令解除静默，后电机当前软件状态无法像其他节点一样通过其他途径进行恢复。
5、所有通信丢失前后，VCU状态机从55（ready）跳到53（上高压）状态，而状态切换条件为插枪再拔枪（充电枪），或者整车下电再上电（包括从休眠到被唤醒）。
6、当前需要结合整车分析全部节点丢失的原因。",修改恢复机制，在被静默的情况下，能通过15电恢复,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,https://hav4xarv6k.feishu.cn/slides/JxlxsKLUNlkpqJdUNyzcRzKInUb,https://hav4xarv6k.feishu.cn/drive/folder/F8Cnf83pAleprydsYqacBhV5nzb,试验车,动力系统故障红灯,NA,车辆启动,
SW-H97a/c-L200A-024,车辆上电后电机故障灯红灯，动力系统故障灯黄灯,,"1、高压下后电机无法通过网络报文唤醒，只能通过15电唤醒，而15电信号2.67s才上，在此之前MCU已经产生了canerror故障，此故障是电机二级故障；在后电机节点网络恢复之前，VCU发后电机Standby，但由于MCU无法接收VCU报文，也无法发送报文给VCU，因此报VCU请求不响应故障。
 2、下一步需要分析，整车为什么未上15电之前就有109.5V电压，在高压上320V之前有2.1s内母线电压从109.5V下降到92.5V，目前看来应该是前后电机在被动放电，若是如此需确认为什么没进入主动放电。与现场老师沟通，为首次上电，不应出现这种情况，故需进一步确认。
 3、分析为什么后电机在高压下无法通过网络报文唤醒，此前已经通过单板验证过此工况。
 4、确认canerror故障上报机制即恢复机制。","修改后驱下电机制，整车下电过程中，底层除了检测当前有无唤猩源外，还需检测母线电压，若母线电压高于60V，则不再执行关闭CAN通信和其他一些模块流程，保证节点一直在线
当符合休眠条件时，才去关闭CAN通信和其他一些模块",H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,https://hav4xarv6k.feishu.cn/slides/MJzMsBrJQls5nBdCbVqc4WGKniF,https://hav4xarv6k.feishu.cn/drive/folder/IKHxfC2LnlhMLgdfsp4cprEBnUf,试验车,"电机故障红灯, 动力系统故障黄灯",NA,车辆启动,
SW-H97a/c-L200A-025,达安跑道路试200km之后出跑道闸门时，仪表出现红色电机故障灯和黄色动力系统故障灯，加油门无法正常加速行驶，车辆抖动严重,与0134故障一致,"1.“车辆可以低速蠕行，但踩油门无法加速，且剧烈抖动”
原因：后驱在报CPLD故障后进入硬件ASC后轮产生制动力导致车辆踩油门过程中无法行驶并伴随抖动。
2.后电机报CPLD故障的原因：
1.分析报文，CPLD回发驱动芯片下桥Fault A短路故障。
2.FaultA/B信号有逆变砖通过排线传输到控制板，FaultA/B信号被同时传输至MCU和CPLD模块进行信号状态监控。
3.MCU和CPLD对接收的FaultA/B信号的电平进行判断。若CLPD在连续的5个检测周期（每个周期时间0.2us）内检测到的FaultA/B信号的电平均为低电平，则系统上报FaultA/B故障。
4.系统上报FaultA/B故障原因两方面：
（1）.12V-30V-15V以及给逆变砖供电的5V电压不稳定导致CPLD检测FaultA/B信号的电平为低电平;
（2）.在IGBT开管后，Fault A信号上存在较大干扰，且最大干扰毛刺的Vmin小于CPLD本身的检测阈值0.8V，导致CPLD误触发故障。
5.由于整车行驶过程中后电机报Fault A故障导致后电机进入硬件ASC，","1.将CPLD故障检测时间延时到MCU上电延时2s后,即MCU判定完无故障或者有故障对逆变砖进行复位后,CPLD再开始检测FaultB故障。这样能避免上电时候由于电源不稳定或者干扰导致MCU和CPLD报FaultB3故障。
2.在能保证安全进入ASC的前提下,增强抗干扰策略,将CPLD滤波时间由1us进一步扩大到3us,这样能减小车辆抛锚的可能,同时也能避免一些由于干扰导致误报的可能。MCU滤波时间由累计3次改为连续10次,增强防抖策略。",H97系列,H97a/c-REV-400V,L200A-2,巨一400V,硬件|高压侧,https://hav4xarv6k.feishu.cn/slides/KFoDsKoBvlAp2udt2WEcYbo1nYg,https://hav4xarv6k.feishu.cn/drive/folder/MenHfCdrOlA2XSdFpYNcR7awng7,试验车,"电机故障红灯, 动力系统故障红灯","P162309,B111716",车辆启动,
SW-H97a/c-L200A-026,早上启动车辆后仪表驱动电机故障报警，无法行驶：H97-PPC-410#，2022年5月22日，仪表里程30480km，时间6:05，早上车辆上高压电（晚上下电后断蓄电池负极），仪表出现驱动电机故障（红色），动力系统故障（黄色）和车辆功率受限报警，车辆无法行驶。下电断开蓄电池负极后约1分钟，再重新上电仪表报警信息消失，车辆恢复正常,,蓄电池12V波动，反激电路故障，逆变砖内30V转15V电路故障,,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,硬件|高压侧,https://hav4xarv6k.feishu.cn/file/JiVwbD7tgoox7hx0Vf5cRfyBngf,https://hav4xarv6k.feishu.cn/drive/folder/I0onffY8ylKgoEddAfQcIIsJnFe,试验车,"电机故障红灯, 动力系统故障红灯",P163D16,车辆启动,
SW-H53A-L200A-005,车辆加速无力，20%坡道全油门车辆只能极低速度挪动。,,"直接原因：装车软件版本已于PPC发货前与供应商确认，但供应商出货时未做新版本统一刷写，导致原冬标备件MCU流出，冬标备件为ET0-2旧软件。
故障根本原因：ET0-2旧软件报文发送周期与PPC不同，导致MCU反馈给VCU的扭矩报文E2E校验不通过，VCU不发送扭矩请求，整车表现为MCUR无动力。",,H53系列,H53A-EV-400V,L200A,智新控制400V-ID2,软件|底层,http://无,无,试验车,动力系统故障黄灯,U163083,车辆启动,
SW-H37A-L160A-001,电机故障灯亮，导致直流充电充不进,,"1. 初步怀疑故障时由于母线电容或者电压采样电路故障导致，需要将控制器返回智新控制进行拆盖分析（7-15日进行）
2. 控制器返回智新控制进行硬件电路检查一切正常，台架测试也能够上高压并且正常运行（7月15日）
3. 整车更换新电驱后，可以正常上电ready（7月16日完成）
4. 电驱重新安装，计划在235#车上进行装车验证（7月26日验证，电驱正常）",NA,H37系列,H37A-EV-400V,L160C,智新控制400V-ID2,NA,http://无,无,试验车,电机故障红灯,NA,充电,
SW-H53A-L200A-006,仪表报电机故障，前电机有故障码,,"1. 由于整车母线欠压故障持续稳定复现，并且报文数据中软件未发现异常。初步判断为高压线束电机端螺栓未打紧（H56项目中该电机发生过一起同样问题），目前车辆被封锁，问题在进行测试的车辆上进行分析。
2. 问题车辆将直接发往寒区进行冬季标定，冬标现场再进行问题复查",单件问题，更换MCU,H53系列,H53A-EV-400V,L200A,智新控制400V-ID2,制造|工艺,https://hav4xarv6k.feishu.cn/slides/RUpVsTRRKlrGiIdNNBccRmyrnTe,https://hav4xarv6k.feishu.cn/drive/folder/KOD4fS4ftlMIWSdnp3bcIFzEn8d,试验车,"电机故障红灯, 动力系统故障黄灯","P1D7E16,P2D9E16",车辆启动,
SW-H53A-L200A-007,电机故障灯（一级）亮：PPC-490#，8月5日，吐鲁番，12:30:00，表显4165km，车辆在充电中主驾屏幕显示电机故障灯（一级）亮。,,"直接原因：故障时刻前，驾驶员拍急停开关，MCUR主动放电完成后，MCUR报29、43故障码，对应为二级欠压（母线电压小于210V）、一级欠压（母线电压小于230V）故障，仪表显示电机故障灯亮。
根本原因：拍急停开关，VCU走正常下电流程情况下，MCU本不应对电压做欠压诊断。但事发车辆MCUR版本还未对VCU的HV_NETWORK_ACTIVE做关联，因此未能分辨拍急停开关，属于正常或异常下电状态。只对电压进行诊断，报出欠压故障。",,H53系列,H53A-EV-400V,L200A,智新控制400V-ID2,软件|应用层,http://无,无,试验车,"电机故障红灯, 动力系统故障黄灯","P1D7E16,P2D9E16",车辆启动,
SW-H97a/c-L200A-027,2022年8月5日，15：47车辆失去动力，无法启动，仪表出现1. 功率受限指示灯；2. 动力电池故障指示灯,,后电机发生控制板低压电源三级故障，并且通过多次让整车休眠和插拔小电瓶故障任然存在无法恢复，可确定为控制板低压电源真实故障，控制板低压供电电源存在硬件故障,NA,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,硬件|低压侧,http://无,无,试验车,动力系统故障红灯,B111716,车辆启动,
SW-H56A-L160A-008,发动机故障灯亮黄灯,,"1、故障系下电DCDC停止工作，整车12V供电从DCDC切换至蓄电池后MCUR上报驱动欠压；
2、对故障车辆及其他B点车辆更新开放内部变量软件，跟踪至今故障未再现；
3、对同批次B点车辆（503）实车模拟整车上下电100多次并用示波器实时采集，整车电压正常，故障未复现；
4、故障件返回拆解，对相关怀疑点进行检查无异常，且对故障件进行7000次（12~9）V电压跌落测试，故障未复现；
5、对单板进行极限电压跌落测试模拟，12V电压跌落至7.5V，MCU会上报驱动欠压故障。
以上，怀疑CMP21#上报驱动欠压系下电时切换至蓄电池供电，整车电压出现短暂下跌（7.5V以下）导致。鉴于采用多种手段故障均未再现，申请问题转为跟踪。",,H56系列,H56A-PHEV-400V,L160A,智新控制400V-ID2,软件|底层,https://hav4xarv6k.feishu.cn/slides/H6iksrDOnlbd9Qdbl7lcwkg4nDb,https://hav4xarv6k.feishu.cn/drive/folder/WZAeftzHFl7noPdmTzQccDjOnvc,试验车,"电机故障红灯, 动力系统故障黄灯",P162209,无法确认故障工况,
SW-H77A-H200A-001,MCU电流传感器异常，导致车辆抖动,,"1、控制器上电时（前后都存在）有一相或多相的电流传感器被锁死，输出为0A，导致反馈电流无法正确获取，电流环调节失控，导致车辆抖动；
2、电流传感器锁死的直接原因是电流传感器的上电时序问题，上电时电流传感器的Vout引脚有0.5V的电压且比供电引脚的Vcc先建立；
3、电流传感器的Vout有0.5V电压的原因是此引脚到主控芯片引脚处，主控芯片内部在此引脚上有上拉。又由于Vcc由SBC的SBC_5V_R2供电速度相对较慢，导致上电时序问题。","1、B样删除驱动板Vout的4.7nf负载电容C286、C288、C290,推荐值1nF;(能量储存小,放电快)。
2、B样电流传感器输出增加电压跟随器,隔离58NN内部引脚输命出上拉。",H77系列,H77A-PHEV-800V,H200B,智新科技800V-ID4-同步,硬件|低压侧,https://hav4xarv6k.feishu.cn/slides/RtKysqofHlKxKCdbkrychESLnCc,https://hav4xarv6k.feishu.cn/drive/folder/DaaCffsHUlfHVRdMd8ycJ7bsnRc,试验车,无,NA,车辆启动,
SW-H53A-L200A-008,车辆上电后，ESP和陡坡缓降故障灯常亮,与问题DFH-H53-SW-SY-0260相同,"由于在车辆运行过程中，MCUR的KL30电被VIU切断，MCUR的离线导致转速信号INVALID，底盘从而报出故障
与问题DFH-H53-SW-SY-0260为同一问题
车辆在D样将更改KL30供电方式，从VIU控制改为直接接蓄电池。",,H53系列,H53A-EV-400V,L200A,智新控制400V-ID2,硬件|高压侧,http://无,无,试验车,动力系统故障黄灯,NA,平稳驾驶,
SW-H97a/c-L160A-010,车辆休眠后，快速踩刹车按PEPS一键启动车辆，仪表亮黄色动力系统故障灯和乌龟灯,,"直接原因：
MCU的状态跳转路径为：init →standby→enable，不可跨状态跳转。从故障报文在1.5s的自检状态内，VCU给MCUF的状态指令跳转到enable，导致MCU无法从init跳转。
根本原因：
97z 由于EVCC休眠时间较长（5min左右），在EVCC未休眠的状态下，整车CAN网络存在应用报文，MCU及其他控制器均处在假休眠状态，从而导致控制器自检时间很短，上高压时间很快，最终导致VCU会在MCU还在自检过程中发enable指令。",MCUF修改软件，状态机跳转不关联VCU的状态，init完成后直接跳转到standby,H97系列,H97a/c-REV-400V,L160A-2,巨一400V,软件|应用层,https://hav4xarv6k.feishu.cn/slides/LUwPsN7KrlKMiud98KFcW8kCnvh,https://hav4xarv6k.feishu.cn/drive/folder/DVjofm8PXl8lIzdG6ZMcBld5nFb,试验车,动力系统故障黄灯,NA,无法确认故障工况,
SW-H97A-金康-008,"标准坡起步时仪表显示驱动电机故障：H97-PVS-45#，2022年9月25日，仪表里程22285km，时间06:55,电驱动总成耐久-坡道工况行驶时，标准坡道10%坡底驻车起步时车辆动力丢失，仪表显示驱动电机故障。车辆断高压，断蓄电池负极后重新上高压恢复正常，目前故障没有再重现。",,整车在低附路面，EPB拉起，全油门去解EPB时，扭矩达到峰值扭矩，转速突然打滑上升过快导致过流。,增加驱动防滑策略,H97系列,H97A-REV-400V,L255,金康400V,软件|底层,http://无,无,试验车,"电机故障红灯, 动力系统故障黄灯",P0A5F19,平稳驾驶,
SW-H97a/c-L200A-028,标准坡道10%坡底驻车起步时车辆动力丢失，仪表显示驱动电机故障。车辆断高压，断蓄电池负极后重新上高压恢复正常,,整车在低附路面，EPB拉起，全油门去解EPB时，扭矩达到峰值扭矩，转速突然打滑上升过快导致过流,,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|底层,http://无,无,试验车,电机故障红灯,P0A5F19,激烈驾驶,
SW-H97a/c-L200A-029,一键ready启动车辆后，仪表亮乌龟灯和黄色动力系统故障灯,,后电机在问题发生时初始化时间有2s，而从MCU初始化到VCU发Enable指令时间为0.96s，VCU已经跳转到Enable模式而MCU还处于初始化，MCU从初始化跳转到standby需要接收VCU的standby请求，从而导致MCU未按状态跳转。,MCUR修改软件：初始化完成后自动跳转到standby,H97系列,H97a/c-REV-400V,L200A-2,巨一400V,软件|应用层,https://hav4xarv6k.feishu.cn/slides/Pj2wsVqdylATHSd5CsAchXWBn4e,https://hav4xarv6k.feishu.cn/drive/folder/JALWfNX5plDlSGdMrBxcmWZhn4f,试验车,动力系统故障黄灯,NA,车辆启动,
